Record Length,2.500000e+03,,  -0.000000063600, -20.40000,
Sample Interval,4.000000e-11,,  -0.000000063560, -20.40000,
Trigger Point,1.590000000000e+03,,  -0.000000063520, -20.40000,
,,,  -0.000000063480, -20.40000,
,,,  -0.000000063440, -20.40000,
,,,  -0.000000063400, -20.40000,
Source,CH1,,  -0.000000063360, -20.40000,
Vertical Units,V,,  -0.000000063320, -20.40000,
Vertical Scale,1.000000e+01,,  -0.000000063280, -20.40000,
Vertical Offset,-9.200000e+00,,  -0.000000063240, -20.40000,
Horizontal Units,s,,  -0.000000063200, -20.40000,
Horizontal Scale,1.000000e-08,,  -0.000000063160, -20.40000,
Pt Fmt,Y,,  -0.000000063120, -20.40000,
Yzero,0.000000e+00,,  -0.000000063080, -20.40000,
Probe Atten,1.000000e+01,,  -0.000000063040, -20.40000,
Model Number,TDS1012B,,  -0.000000063000, -20.40000,
Serial Number,C063631,,  -0.000000062960, -20.40000,
Firmware Version,FV:v22.01,,  -0.000000062920, -20.40000,
,,,-00.000000062880, -20.40000,
,,,-00.000000062840, -20.40000,
,,,-00.000000062800, -20.40000,
,,,-00.000000062760, -20.40000,
,,,-00.000000062720, -20.40000,
,,,-00.000000062680, -20.40000,
,,,-00.000000062640, -20.40000,
,,,-00.000000062600, -20.40000,
,,,-00.000000062560, -20.40000,
,,,-00.000000062520, -20.40000,
,,,-00.000000062480, -20.40000,
,,,-00.000000062440, -20.40000,
,,,-00.000000062400, -20.40000,
,,,-00.000000062360, -20.40000,
,,,-00.000000062320, -20.40000,
,,,-00.000000062280, -20.40000,
,,,-00.000000062240, -20.40000,
,,,-00.000000062200, -20.40000,
,,,-00.000000062160, -20.40000,
,,,-00.000000062120, -20.40000,
,,,-00.000000062080, -20.40000,
,,,-00.000000062040, -20.40000,
,,,-00.000000062000, -20.40000,
,,,-00.000000061960, -20.40000,
,,,-00.000000061920, -20.40000,
,,,-00.000000061880, -20.40000,
,,,-00.000000061840, -20.40000,
,,,-00.000000061800, -20.40000,
,,,-00.000000061760, -20.40000,
,,,-00.000000061720, -20.40000,
,,,-00.000000061680, -20.40000,
,,,-00.000000061640, -20.40000,
,,,-00.000000061600, -20.40000,
,,,-00.000000061560, -20.40000,
,,,-00.000000061520, -20.40000,
,,,-00.000000061480, -20.40000,
,,,-00.000000061440, -20.40000,
,,,-00.000000061400, -20.40000,
,,,-00.000000061360, -20.40000,
,,,-00.000000061320, -20.40000,
,,,-00.000000061280, -20.40000,
,,,-00.000000061240, -20.40000,
,,,-00.000000061200, -20.40000,
,,,-00.000000061160, -20.40000,
,,,-00.000000061120, -20.40000,
,,,-00.000000061080, -20.40000,
,,,-00.000000061040, -20.40000,
,,,-00.000000061000, -20.40000,
,,,-00.000000060960, -20.40000,
,,,-00.000000060920, -20.40000,
,,,-00.000000060880, -20.40000,
,,,-00.000000060840, -20.40000,
,,,-00.000000060800, -20.40000,
,,,-00.000000060760, -20.40000,
,,,-00.000000060720, -20.40000,
,,,-00.000000060680, -20.40000,
,,,-00.000000060640, -20.40000,
,,,-00.000000060600, -20.40000,
,,,-00.000000060560, -20.40000,
,,,-00.000000060520, -20.40000,
,,,-00.000000060480, -20.40000,
,,,-00.000000060440, -20.40000,
,,,-00.000000060400, -20.40000,
,,,-00.000000060360, -20.40000,
,,,-00.000000060320, -20.40000,
,,,-00.000000060280, -20.40000,
,,,-00.000000060240, -20.40000,
,,,-00.000000060200, -20.40000,
,,,-00.000000060160, -20.40000,
,,,-00.000000060120, -20.40000,
,,,-00.000000060080, -20.40000,
,,,-00.000000060040, -20.40000,
,,,-00.000000060000, -20.40000,
,,,-00.000000059960, -20.40000,
,,,-00.000000059920, -20.40000,
,,,-00.000000059880, -20.40000,
,,,-00.000000059840, -20.40000,
,,,-00.000000059800, -20.40000,
,,,-00.000000059760, -20.40000,
,,,-00.000000059720, -20.40000,
,,,-00.000000059680, -20.40000,
,,,-00.000000059640, -20.40000,
,,,-00.000000059600, -20.40000,
,,,-00.000000059560, -20.40000,
,,,-00.000000059520, -20.40000,
,,,-00.000000059480, -20.40000,
,,,-00.000000059440, -20.40000,
,,,-00.000000059400, -20.40000,
,,,-00.000000059360, -20.40000,
,,,-00.000000059320, -20.40000,
,,,-00.000000059280, -20.40000,
,,,-00.000000059240, -20.40000,
,,,-00.000000059200, -20.40000,
,,,-00.000000059160, -20.40000,
,,,-00.000000059120, -20.40000,
,,,-00.000000059080, -20.40000,
,,,-00.000000059040, -20.80000,
,,,-00.000000059000, -20.80000,
,,,-00.000000058960, -20.80000,
,,,-00.000000058920, -20.80000,
,,,-00.000000058880, -20.80000,
,,,-00.000000058840, -20.80000,
,,,-00.000000058800, -20.80000,
,,,-00.000000058760, -20.80000,
,,,-00.000000058720, -20.80000,
,,,-00.000000058680, -20.80000,
,,,-00.000000058640, -20.80000,
,,,-00.000000058600, -20.80000,
,,,-00.000000058560, -20.80000,
,,,-00.000000058520, -20.80000,
,,,-00.000000058480, -20.80000,
,,,-00.000000058440, -20.80000,
,,,-00.000000058400, -20.80000,
,,,-00.000000058360, -20.80000,
,,,-00.000000058320, -20.80000,
,,,-00.000000058280, -20.80000,
,,,-00.000000058240, -20.80000,
,,,-00.000000058200, -20.80000,
,,,-00.000000058160, -20.80000,
,,,-00.000000058120, -20.80000,
,,,-00.000000058080, -20.80000,
,,,-00.000000058040, -20.80000,
,,,-00.000000058000, -20.80000,
,,,-00.000000057960, -20.80000,
,,,-00.000000057920, -20.80000,
,,,-00.000000057880, -20.80000,
,,,-00.000000057840, -20.80000,
,,,-00.000000057800, -20.80000,
,,,-00.000000057760, -20.80000,
,,,-00.000000057720, -20.80000,
,,,-00.000000057680, -20.80000,
,,,-00.000000057640, -20.80000,
,,,-00.000000057600, -20.80000,
,,,-00.000000057560, -20.80000,
,,,-00.000000057520, -20.80000,
,,,-00.000000057480, -20.80000,
,,,-00.000000057440, -20.80000,
,,,-00.000000057400, -20.80000,
,,,-00.000000057360, -20.80000,
,,,-00.000000057320, -20.80000,
,,,-00.000000057280, -20.80000,
,,,-00.000000057240, -20.80000,
,,,-00.000000057200, -20.80000,
,,,-00.000000057160, -20.80000,
,,,-00.000000057120, -20.80000,
,,,-00.000000057080, -20.80000,
,,,-00.000000057040, -20.80000,
,,,-00.000000057000, -20.80000,
,,,-00.000000056960, -20.80000,
,,,-00.000000056920, -20.80000,
,,,-00.000000056880, -20.80000,
,,,-00.000000056840, -20.80000,
,,,-00.000000056800, -20.80000,
,,,-00.000000056760, -20.80000,
,,,-00.000000056720, -20.80000,
,,,-00.000000056680, -20.80000,
,,,-00.000000056640, -20.80000,
,,,-00.000000056600, -20.80000,
,,,-00.000000056560, -20.80000,
,,,-00.000000056520, -20.80000,
,,,-00.000000056480, -20.80000,
,,,-00.000000056440, -20.80000,
,,,-00.000000056400, -20.80000,
,,,-00.000000056360, -20.80000,
,,,-00.000000056320, -20.80000,
,,,-00.000000056280, -20.80000,
,,,-00.000000056240, -20.80000,
,,,-00.000000056200, -20.80000,
,,,-00.000000056160, -20.80000,
,,,-00.000000056120, -20.80000,
,,,-00.000000056080, -20.80000,
,,,-00.000000056040, -20.80000,
,,,-00.000000056000, -20.80000,
,,,-00.000000055960, -20.80000,
,,,-00.000000055920, -20.80000,
,,,-00.000000055880, -20.80000,
,,,-00.000000055840, -20.80000,
,,,-00.000000055800, -20.80000,
,,,-00.000000055760, -20.80000,
,,,-00.000000055720, -20.80000,
,,,-00.000000055680, -20.80000,
,,,-00.000000055640, -20.80000,
,,,-00.000000055600, -20.80000,
,,,-00.000000055560, -20.80000,
,,,-00.000000055520, -20.80000,
,,,-00.000000055480, -20.80000,
,,,-00.000000055440, -20.80000,
,,,-00.000000055400, -20.80000,
,,,-00.000000055360, -20.80000,
,,,-00.000000055320, -20.80000,
,,,-00.000000055280, -20.80000,
,,,-00.000000055240, -20.80000,
,,,-00.000000055200, -20.80000,
,,,-00.000000055160, -20.80000,
,,,-00.000000055120, -20.80000,
,,,-00.000000055080, -20.80000,
,,,-00.000000055040, -20.80000,
,,,-00.000000055000, -20.80000,
,,,-00.000000054960, -20.80000,
,,,-00.000000054920, -20.80000,
,,,-00.000000054880, -20.80000,
,,,-00.000000054840, -20.80000,
,,,-00.000000054800, -20.80000,
,,,-00.000000054760, -20.80000,
,,,-00.000000054720, -20.80000,
,,,-00.000000054680, -20.80000,
,,,-00.000000054640, -20.80000,
,,,-00.000000054600, -20.80000,
,,,-00.000000054560, -20.80000,
,,,-00.000000054520, -20.80000,
,,,-00.000000054480, -20.80000,
,,,-00.000000054440, -20.80000,
,,,-00.000000054400, -20.80000,
,,,-00.000000054360, -20.80000,
,,,-00.000000054320, -20.80000,
,,,-00.000000054280, -20.80000,
,,,-00.000000054240, -20.80000,
,,,-00.000000054200, -20.80000,
,,,-00.000000054160, -20.80000,
,,,-00.000000054120, -20.80000,
,,,-00.000000054080, -20.80000,
,,,-00.000000054040, -20.80000,
,,,-00.000000054000, -20.80000,
,,,-00.000000053960, -20.80000,
,,,-00.000000053920, -21.20000,
,,,-00.000000053880, -21.20000,
,,,-00.000000053840, -21.20000,
,,,-00.000000053800, -21.20000,
,,,-00.000000053760, -21.20000,
,,,-00.000000053720, -21.20000,
,,,-00.000000053680, -21.20000,
,,,-00.000000053640, -21.20000,
,,,-00.000000053600, -21.20000,
,,,-00.000000053560, -21.20000,
,,,-00.000000053520, -21.20000,
,,,-00.000000053480, -21.20000,
,,,-00.000000053440, -21.20000,
,,,-00.000000053400, -21.20000,
,,,-00.000000053360, -21.20000,
,,,-00.000000053320, -20.80000,
,,,-00.000000053280, -20.80000,
,,,-00.000000053240, -20.80000,
,,,-00.000000053200, -20.80000,
,,,-00.000000053160, -20.80000,
,,,-00.000000053120, -20.80000,
,,,-00.000000053080, -20.80000,
,,,-00.000000053040, -20.80000,
,,,-00.000000053000, -20.80000,
,,,-00.000000052960, -20.80000,
,,,-00.000000052920, -20.80000,
,,,-00.000000052880, -20.80000,
,,,-00.000000052840, -20.40000,
,,,-00.000000052800, -20.40000,
,,,-00.000000052760, -20.40000,
,,,-00.000000052720, -20.40000,
,,,-00.000000052680, -20.40000,
,,,-00.000000052640, -20.40000,
,,,-00.000000052600, -20.40000,
,,,-00.000000052560, -20.40000,
,,,-00.000000052520, -20.00000,
,,,-00.000000052480, -20.00000,
,,,-00.000000052440, -20.00000,
,,,-00.000000052400, -20.00000,
,,,-00.000000052360, -20.00000,
,,,-00.000000052320, -20.00000,
,,,-00.000000052280, -20.00000,
,,,-00.000000052240, -20.00000,
,,,-00.000000052200, -19.60000,
,,,-00.000000052160, -19.60000,
,,,-00.000000052120, -19.60000,
,,,-00.000000052080, -19.60000,
,,,-00.000000052040, -19.60000,
,,,-00.000000052000, -19.60000,
,,,-00.000000051960, -19.60000,
,,,-00.000000051920, -19.60000,
,,,-00.000000051880, -19.60000,
,,,-00.000000051840, -19.20000,
,,,-00.000000051800, -19.20000,
,,,-00.000000051760, -19.20000,
,,,-00.000000051720, -19.20000,
,,,-00.000000051680, -19.20000,
,,,-00.000000051640, -19.20000,
,,,-00.000000051600, -19.20000,
,,,-00.000000051560, -19.20000,
,,,-00.000000051520, -18.80000,
,,,-00.000000051480, -18.80000,
,,,-00.000000051440, -18.80000,
,,,-00.000000051400, -18.80000,
,,,-00.000000051360, -18.80000,
,,,-00.000000051320, -18.80000,
,,,-00.000000051280, -18.80000,
,,,-00.000000051240, -18.80000,
,,,-00.000000051200, -18.40000,
,,,-00.000000051160, -18.40000,
,,,-00.000000051120, -18.40000,
,,,-00.000000051080, -18.40000,
,,,-00.000000051040, -18.40000,
,,,-00.000000051000, -18.40000,
,,,-00.000000050960, -18.00000,
,,,-00.000000050920, -18.00000,
,,,-00.000000050880, -18.00000,
,,,-00.000000050840, -18.00000,
,,,-00.000000050800, -18.00000,
,,,-00.000000050760, -17.60000,
,,,-00.000000050720, -17.60000,
,,,-00.000000050680, -17.60000,
,,,-00.000000050640, -17.60000,
,,,-00.000000050600, -17.60000,
,,,-00.000000050560, -17.20000,
,,,-00.000000050520, -17.20000,
,,,-00.000000050480, -17.20000,
,,,-00.000000050440, -17.20000,
,,,-00.000000050400, -16.80000,
,,,-00.000000050360, -16.80000,
,,,-00.000000050320, -16.80000,
,,,-00.000000050280, -16.80000,
,,,-00.000000050240, -16.80000,
,,,-00.000000050200, -16.40000,
,,,-00.000000050160, -16.40000,
,,,-00.000000050120, -16.40000,
,,,-00.000000050080, -16.40000,
,,,-00.000000050040, -16.00000,
