Record Length,2.500000e+03,,  -0.000000053400, -10.80000,
Sample Interval,4.000000e-11,,  -0.000000053360, -10.80000,
Trigger Point,1.335000000000e+03,,  -0.000000053320, -10.80000,
,,,  -0.000000053280, -10.80000,
,,,  -0.000000053240, -10.80000,
,,,  -0.000000053200, -10.80000,
Source,CH1,,  -0.000000053160, -10.40000,
Vertical Units,V,,  -0.000000053120, -10.40000,
Vertical Scale,1.000000e+01,,  -0.000000053080, -10.40000,
Vertical Offset,-9.200000e+00,,  -0.000000053040, -10.40000,
Horizontal Units,s,,  -0.000000053000, -10.40000,
Horizontal Scale,1.000000e-08,,  -0.000000052960, -10.40000,
Pt Fmt,Y,,  -0.000000052920, -10.40000,
Yzero,0.000000e+00,,  -0.000000052880, -10.40000,
Probe Atten,1.000000e+01,,  -0.000000052840, -10.40000,
Model Number,TDS1012B,,  -0.000000052800, -10.80000,
Serial Number,C063631,,  -0.000000052760, -10.80000,
Firmware Version,FV:v22.01,,  -0.000000052720, -10.80000,
,,,-00.000000052680, -10.80000,
,,,-00.000000052640, -10.80000,
,,,-00.000000052600, -10.80000,
,,,-00.000000052560, -10.80000,
,,,-00.000000052520, -10.80000,
,,,-00.000000052480, -10.80000,
,,,-00.000000052440, -10.80000,
,,,-00.000000052400, -10.80000,
,,,-00.000000052360, -10.80000,
,,,-00.000000052320, -10.80000,
,,,-00.000000052280, -10.80000,
,,,-00.000000052240, -10.80000,
,,,-00.000000052200, -10.80000,
,,,-00.000000052160, -10.80000,
,,,-00.000000052120, -10.80000,
,,,-00.000000052080, -10.80000,
,,,-00.000000052040, -10.80000,
,,,-00.000000052000, -10.80000,
,,,-00.000000051960, -10.80000,
,,,-00.000000051920, -10.80000,
,,,-00.000000051880, -10.80000,
,,,-00.000000051840, -10.80000,
,,,-00.000000051800, -10.80000,
,,,-00.000000051760, -10.80000,
,,,-00.000000051720, -10.80000,
,,,-00.000000051680, -10.80000,
,,,-00.000000051640, -10.80000,
,,,-00.000000051600, -10.80000,
